date,councilmember,budget,traffic,public transit,utilities-light,utilities-heat,utilities-water,utilities-electric,civil unrest,civil rights,parks,labor,housing,homelessness,political-legislation,political-city council,political-mayor,political-general,crime,police-general,police-controversy,police-political,public safety,public health,public services,covid-general,covid-vaccines,covid-masks,infrastructure,business,real estate,welfare-unemployment,welfare-food,economics,environmental,sports
2024-05-13,Morales,-0.8913746565541365,0.22078366175902134,0.37764287018634435,-0.8258239435712272,-0.23175983253490462,0.15912002924212243,0.17232404922955835,0.49367025760341193,-0.4496738287669747,-0.83110781903989694,-0.5150612643985316,-1.0704362414417121,-0.8480252857180701,0.007999156384884763,0.1980746816534449,0.7590184315083272,-0.19904984626295366,0.532344666117753,1.971491653953147,2.232290950130917,2.701132917572499,1.2101310812187092,-1.0885023264395024,-0.34831025476962013,-0.6158460766034587,-0.8114457035266185,-0.5733029084323447,-0.8466704657122673,-0.9790463866419781,-0.7231596529374831,-0.4300108656319033,-1.1897933736593187,-0.80194539351566,-1.7665311447755412,-0.6343763306413875
2024-04-30,Morales,-0.30823656589752163,0.3588726127040704,0.7907235797861671,0.2631081266533551,1.0216437470843753,0.781136832371812,0.6050918224509337,0.007432148604147464,-0.4993638293640136,-0.556663527168357,-0.2869461637739245,1.4778499724788214,0.7220602735768124,1.225066755055359,0.8572462673359785,1.7857399370323728,0.37870228024925606,0.1678475408233149,1.8609502800135524,1.8602022882825593,2.3526001167915687,-0.07021067413510443,-0.4365919617061941,-0.06716115955503532,-0.11106245415887729,-0.26960153954368266,-0.26253750472819304,0.4920904933405518,-0.006021302949773815,0.6788102872622751,0.35501131448402967,0.35328764703797,-0.12991626652733262,-0.34142959250625604,0.39385826108911604
2024-04-16,Morales,0.23425691778265034,-0.06914833188720815,0.16178210022295458,0.5845958030356797,0.9812273983925663,0.6957921848056411,0.6408077958446899,-1.0993886368349564,-0.05145792351407161,0.9075757596852104,-0.4764753538620788,1.7409533334840683,0.7111105340797272,1.7703118333182977,-0.4148868383788903,0.36784626102021156,-0.10972864515643793,-0.6837263757933955,-0.7031493291810479,-0.7419598838191069,-0.8555003791176305,-0.70941871225757,-0.7697269342458932,-0.5131564144913984,-0.2144588385382198,0.016465492227213677,-0.4604273840539443,0.8325627074275964,0.4565856729345724,1.528577416853853,0.2893685025951319,0.4770054165511077,0.5086844512240091,0.42205009268616206,-0.07130573439016645
2024-04-11,Morales,1.2763772013078463,-0.37044422601136745,-0.43621388253183174,-0.26513097218367515,0.06357730711543483,0.46055397904601497,0.08032031037800354,0.6029070387810141,-0.3654503525750999,-0.8967263042935943,0.6382038020033143,-0.5434766810382333,1.0196583042348615,-0.2559234976686439,0.06737623774356573,1.6376870264440853,0.22504061352142157,0.4128252689295927,1.5490192233348818,1.6654872282837117,1.7705115071334006,1.3258826200383091,0.0059308684612931735,1.2883048538203503,0.05522808136859426,-0.15132552592466925,0.14735917252418293,-0.06375968041049022,0.07981655997098848,0.1679997091404632,-0.41989379546053923,-0.9985664073169204,0.5907305602872498,-0.5408732610578436,0.47409435053834964
2024-04-05,Nelson,-0.12812244363653488,0.6066160982157056,0.9044394281977594,0.6028379139159644,1.0855613817980694,1.2692501892833108,1.1044260860312165,0.24037670223936106,-0.3766628343003184,0.7149868130913697,2.3689031975506936,-0.25995835446578436,-0.24584453544323812,0.801132948843699,-0.03887049617279655,0.8608166260863465,-0.5906686382977254,0.0925652042729644,1.7954757386054636,1.713575464101813,2.0071122837041084,0.0911456142958427,-0.07036952808975296,3.304636442370834,0.25711597306299006,0.13811358329532236,0.4411552947345459,0.34909348234887133,0.03391675116917252,0.3933734467165943,0.4845803721696335,0.5625792144930541,0.012574282361147288,-0.4294999330551447,1.1728908807914367
2024-03-28,Morales,-0.3166428415509061,1.2934504099905855,1.2189125421753684,0.21402004809538064,0.39651129941284463,-0.010547847332975785,0.1422888586700976,-0.04506217831536694,0.5184837860689162,-0.08164262126702039,2.2461658714793478,-0.8110241034273963,-0.8090032034387509,1.7143498839524445,1.5250019057609563,2.803954554064448,1.1520966434036204,0.4318034585277067,1.398277721810393,1.4228320615364858,1.9336667428876655,0.03748371556262824,-0.3139017897225779,0.03948662059248847,-0.48443971771302036,-0.958148488878306,-0.1574907477741845,-0.538539388748471,1.2197625415792923,-0.02043860383225903,-0.7090528080801827,0.28763683579972793,0.8900733933362696,-1.0567030952468563,-0.0012064057969071295
2024-02-27,Morales,-0.3217292592208666,0.639088241969564,0.969047180383009,-0.21730274995404303,-0.013672368417924517,0.292946799783269,0.04490490090588584,1.4377367239630177,-0.2919956369743463,-0.751753688152835,-0.32510532684302457,-0.30627275939114534,0.043675919882406225,-0.32469163044456345,0.333686034829695,0.6587478100257051,-0.3667940052745102,0.6869999277964142,1.50711037636648,2.1250423724686183,1.5933709446139168,-0.2280265858137009,-0.7337853204096751,-0.7252195793657785,-0.1909734123477822,-0.26965504246660016,-0.18457200424182846,-0.05188248710418235,-0.018118929338883833,-0.301013398609434,-0.3718340329146399,-0.21933955950542655,-0.529197763038607,-0.4233683175507182,0.7775846570509747
2024-02-10,Morales,-0.359138130103721,0.6340788781560958,0.4736558087488562,-0.009038044188979678,0.5726511533102568,0.7183422242831504,0.5043667412590436,0.014427725450322396,-0.4085152453065996,-1.096789497821321,-0.2366871290317932,-0.37657424055665684,-0.36007741298451107,0.07929299122022655,0.24041415899542623,1.0019888804661388,-0.2531086401488135,0.3966456723406458,1.7472633397068802,1.6542183394121475,2.067037634105412,-0.08674673650254724,-0.6659069821779715,-0.252431827615378,0.04122966021353407,0.7000068529974132,0.2304421314699588,0.02248426783822508,-0.2388087497259807,0.2848198425894938,0.6808579925901344,0.548103089151911,-0.4156218277247305,-0.7688573153675802,0.8631471535681653
2024-01-23,Nelson,-0.25881314346985335,0.4369088360927165,0.530921190211435,0.8811420957455447,0.3598505791569014,0.6583230293559094,0.6072855649329373,0.03644904651875976,-0.1729784381881654,-0.12116941111443716,-0.22930294381249425,0.8270571817024875,-0.17097635351895568,-0.381809894721875,0.5451888826352098,1.2610317333216525,0.2630488190040498,0.22478487867406402,2.2832839396153664,1.479301271517263,2.4044594122331553,0.1455100941342374,-0.15319910450619076,0.7507660917369319,-0.03640614415639354,-0.16814662196112598,-0.30546784398567367,0.48626414269007345,0.29417443641712093,0.49095570018589985,0.207743107248191,0.42592714199798765,-0.006111358939740885,0.37951305738044977,0.7223951900153885
2024-01-12,Morales,-0.1068392240030887,0.6390558459074711,0.567274653285388,-0.16524633342918565,0.21761280190331322,0.3575483672008122,0.2496101331464207,0.01576434813768542,-0.6974222058415968,-0.3817853071533248,-0.48955427516004774,-0.295878108517553,-0.14752651333360658,-0.7042654230044524,0.12179637348974595,1.114627664414108,-0.4508483159024637,0.3030252597317123,2.1004134380095287,1.3950040286919356,2.1407919879747923,0.07372508616706122,-0.46255237955584644,0.038504310289696995,-0.055418793203095396,0.1390799798405227,0.16165775980266922,0.2015868473770149,-0.27214773816583193,0.18163867366359268,0.33260765371947343,-0.2523456415014522,-0.23640173545811877,-0.33993997522165814,1.3213361948754851
